,,,,,シリーズ,分類,型式,名称,ID,2020/1/31 HTTPSに変更(byCNS),リンク文言,ガイドID(/区切り),新機種のリンク,,
電動アクチュエータ ,コントローラ,[電動アクチュエータ] - [JXC ステップモータコントローラ] - [JXC 単軸ステップモータコントローラ],,,JXC51,,JXC51,"コントローラ/ステップデータ入力タイプ,NPN仕様",LEF_E/LEFB_E/LEY_E/LEYG_E/LES_E/LESH_E/LEHF_E/LER_E/LEKFS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/jxc/jxc_1/jxc51_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/jxc/jxc_1/jxc51_asmtab.prj
電動アクチュエータ ,コントローラ,[電動アクチュエータ] - [JXC ステップモータコントローラ] - [JXC 単軸ステップモータコントローラ],,,JXC61,,JXC61,"コントローラ/ステップデータ入力タイプ,PNP仕様",LEF_E/LEFB_E/LEY_E/LEYG_E/LES_E/LESH_E/LEHF_E/LER_E/LEKFS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/jxc/jxc_1/jxc61_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/jxc/jxc_1/jxc61_asmtab.prj
電動アクチュエータ ,コントローラ,JXC 多軸ステップモータコントローラ,,,JXC73,,JXC73,"4軸ステップモータコントローラ,NPN仕様",JXC73-83,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/jxc/jxc_3/jxc73_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/jxc/jxc_3/jxc73_asmtab.prj
電動アクチュエータ ,コントローラ,JXC 多軸ステップモータコントローラ,,,JXC83,,JXC83,"4軸ステップモータコントローラ,PNP仕様",JXC73-83,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/jxc/jxc_3/jxc83_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/jxc/jxc_3/jxc83_asmtab.prj
電動アクチュエータ ,コントローラ,JXC 多軸ステップモータコントローラ,,,JXC92,,JXC92,3軸ステップモータコントローラ,JXC73-83,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/jxc/jxc_3/jxc92_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/jxc/jxc_3/jxc92_asmtab.prj
電動アクチュエータ ,コントローラ,JXC 多軸ステップモータコントローラ,,,JXC93,,JXC93,"4軸ステップモータコントローラ,EtherNet/IP仕様",JXC73-83,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/jxc/jxc_3/jxc93_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/jxc/jxc_3/jxc93_asmtab.prj
電動アクチュエータ ,コントローラ,JXC 多軸ステップモータコントローラ,,,JXC92,,JXC92 FK,制御電源コネクタ,JXC73-83,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/jxc/jxc_3/accessories/jxc92_fk.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/jxc/jxc_3/accessories/jxc92_fk.prj
電動アクチュエータ ,コントローラ,JXC 多軸ステップモータコントローラ,,,JXC92,,JXC92 MSTB,モータ動力電源コネクタ,JXC73-83,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/jxc/jxc_3/accessories/jxc92_mstb.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/jxc/jxc_3/accessories/jxc92_mstb.prj
電動アクチュエータ ,コントローラ,[電動アクチュエータ] - [JXC ステップモータコントローラ] - [JXC 単軸ステップモータコントローラ],,,JXC91,,JXC91,"ステップモータコントローラ,EtherNet/IP仕様",LEF_E/LEFB_E/LEY_E/LEYG_E/LES_E/LESH_E/LEHF_E/LER_E/LEKFS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/jxc/jxc_1/jxc91_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/jxc/jxc_1/jxc91_asmtab.prj
電動アクチュエータ ,コントローラ,[電動アクチュエータ] - [JXC ステップモータコントローラ] - [JXC 単軸ステップモータコントローラ],,,JXCD1,,JXCD1,"ステップモータコントローラ,DeviceNet仕様",LEF_E/LEFB_E/LEY_E/LEYG_E/LES_E/LESH_E/LEHF_E/LER_E/LEKFS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/jxc/jxc_1/jxcd1_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/jxc/jxc_1/jxcd1_asmtab.prj
電動アクチュエータ ,コントローラ,[電動アクチュエータ] - [JXC ステップモータコントローラ] - [JXC 単軸ステップモータコントローラ],,,JXCE1,,JXCE1,"ステップモータコントローラ,EtherCAT仕様",LEF_E/LEFB_E/LEY_E/LEYG_E/LES_E/LESH_E/LEHF_E/LER_E/LEKFS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/jxc/jxc_1/jxce1_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/jxc/jxc_1/jxce1_asmtab.prj
電動アクチュエータ ,コントローラ,[電動アクチュエータ] - [JXC ステップモータコントローラ] - [JXC 単軸ステップモータコントローラ],,,JXCL1,,JXCL1,"ステップモータコントローラ,IO-Linkタイプ",LEF_E/LEFB_E/LEY_E/LEYG_E/LES_E/LESH_E/LEHF_E/LER_E/LEKFS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/jxc/jxc_1/jxcl1_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/jxc/jxc_1/jxcl1_asmtab.prj
電動アクチュエータ ,コントローラ,[電動アクチュエータ] - [JXC ステップモータコントローラ] - [JXC 単軸ステップモータコントローラ],,,JXCM1,,JXCM1,"ステップモータコントローラ,CC-Link仕様",LEF_E/LEFB_E/LEY_E/LEYG_E/LES_E/LESH_E/LEHF_E/LER_E/LEKFS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/jxc/jxc_1/jxcm1_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/jxc/jxc_1/jxcm1_asmtab.prj
電動アクチュエータ ,コントローラ,[電動アクチュエータ] - [JXC ステップモータコントローラ] - [JXC 単軸ステップモータコントローラ],,,JXCP1,,JXCP1,"ステップモータコントローラ,PROFINET仕様",LEF_E/LEFB_E/LEY_E/LEYG_E/LES_E/LESH_E/LEHF_E/LER_E/LEKFS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/jxc/jxc_1/jxcp1_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/jxc/jxc_1/jxcp1_asmtab.prj
電動アクチュエータ ,コントローラ,JXC ステップモータコントローラ,,,JXC,,JXC-CD-S,DeviceNet用通信プラグコネクタ:ストレート型,LEF_E/LEFB_E/LEY_E/LEYG_E/LES_E/LESH_E/LEHF_E/LER_E1/LEKFS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/jxc/jxc_1/accessories/jxc_cd.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/jxc/jxc_1/accessories/jxc_cd.prj
電動アクチュエータ ,コントローラ,JXC ステップモータコントローラ,,,JXC,,JXC-CD-T,DeviceNet用通信プラグコネクタ:T分岐型,LEF_E/LEFB_E/LEY_E/LEYG_E/LES_E/LESH_E/LEHF_E/LER_E1/LEKFS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/jxc/jxc_1/accessories/jxc_cd_t.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/jxc/jxc_1/accessories/jxc_cd_t.prj
電動アクチュエータ ,コントローラ,JXC ステップモータコントローラ,,,JXC,,JXC-CPW,電源プラグ,LEF_E/LEFB_E/LEY_E/LEYG_E/LES_E/LESH_E/LEHF_E/LER_E1/LEKFS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/jxc/jxc_1/accessories/jxc_cpw.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/jxc/jxc_1/accessories/jxc_cpw.prj
電動アクチュエータ ,コントローラ,JXC ステップモータコントローラ,,,JXC,,JXC-CL,IO-Link用通信プラグコネクタ,LEF_E/LEFB_E/LEY_E/LEYG_E/LES_E/LESH_E/LEHF_E/LER_E1/LEKFS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/jxc/jxc_1/accessories/jxc_cl.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/jxc/jxc_1/accessories/jxc_cl.prj
電動アクチュエータ ,コントローラ,LEC コントローラ,,,LECP6,,LECP6,ステップモータコントローラ,LECP6-LECA6,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lec/lecp6_new.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/lec/lecp6_new.prj
電動アクチュエータ ,コントローラ,LEC コントローラ,,,LECA6,,LECA6,サーボモータコントローラ,LECP6-LECA6,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lec/leca6_new.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/lec/leca6_new.prj
電動アクチュエータ ,コントローラ,LEC コントローラ,,,LECP1,,LECP1,プログラムレスコントローラ,LECP1,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lec/lecp1_new.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/lec/lecp1_new.prj
電動アクチュエータ ,コントローラ,LEC コントローラ,,,LECP2,,LECP2,プログラムレスコントローラ(ストローク学習機能付),LECP2,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lec/lecp2_new.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/lec/lecp2_new.prj
電動アクチュエータ ,コントローラ,LEC コントローラ,,,LECPA,,LECPA,ステップモータドライバ,LECPA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lec/lecpa_new.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/lec/lecpa_new.prj
電動アクチュエータ ,コントローラ,LEC コントローラ/CC-Link直接入力タイプ,,,LECPMJ,,LECPMJ,CC-Link直接入力タイプ/ステップモータコントローラ,LECPMJ,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lec/lecpmj/lecpmj_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/lec/lecpmj/lecpmj_asmtab.prj
電動アクチュエータ ,コントローラ,LEC コントローラ/CC-Link直接入力タイプ,,,LECPMJ,,LEC-CMJ,通信プラグコネクタ,LECPMJ,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lec/lecpmj/accessories/lec_cmj.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/lec/lecpmj/accessories/lec_cmj.prj
電動アクチュエータ ,コントローラ,LEC-G ゲートウェイユニット,,,LEC-G,,LEC-G,ゲートウェイユニット,LEC-G,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lec_g/lec_g.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lec_g/lec_g.prj
電動アクチュエータ ,コントローラ,LEC コントローラ/LECS ACサーボモータドライバ,,,LECS,,LECS,ACサーボモータドライバ,LECS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lec/lecs/lecs.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/lec/lecs/lecs.prj
電動アクチュエータ ,コントローラ,LEC コントローラ/LECS ACサーボモータドライバ,,,LECS,,LEC-MR-RB,回生オプション,LECS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lec/lecss_t/accessories/lec_mr_rb.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/lec/lecss_t/accessories/lec_mr_rb.prj
電動アクチュエータ ,コントローラ,LECS-T ACサーボモータドライバ (アブソリュートタイプ),,,LECS-T,,LECS-T,ACサーボモータドライバ (アブソリュートタイプ),LECS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/lec/lecss_t/lecss_t_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/lec/lecss_t/lecss_t_asmtab.prj
電動アクチュエータ ,コントローラ,LECS-T ACサーボモータドライバ (アブソリュートタイプ),,,LECSN-T,,LECSN-T,ACサーボモータドライバ (アブソリュートタイプ),LECS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/lec/lecss_t/lecsn_t_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/lec/lecss_t/lecsn_t_asmtab.prj
電動アクチュエータ ,コントローラ,LECS-T ACサーボモータドライバ (アブソリュートタイプ),,,LEC-S-N,,LEC-S-N,付属ネットワークカード,LECS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/lec/lecss_t/accessories/lec_s_n.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/lec/lecss_t/accessories/lec_s_n.prj
電動アクチュエータ ,コントローラ,LECSS-T ACサーボモータドライバ (アブソリュートタイプ),,,LECSS-T,,LECSS-T,ACサーボモータドライバ,LECS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lec/lecss_t/lecss_t_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/lec/lecss_t/lecss_t_asmtab.prj
電動アクチュエータ ,コントローラ,LECSS-T ACサーボモータドライバ (アブソリュートタイプ),,,LECSS-T,,LEC-MR-RB,回生オプション,LECS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lec/lecss_t/accessories/lec_mr_rb.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/lec/lecss_t/accessories/lec_mr_rb.prj
電動アクチュエータ ,コントローラ,LEC コントローラ,,,LECYM/LECYU,,LECYM/LECYU,ACサーボモータドライバ:アブソリュートタイプ,LECYM-U,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lec/lecym_lecyu.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=ja&info=smc_jp/electric_actuators/lec/lecym_lecyu.prj
電動アクチュエータ ,カードモータ/コントローラ,[電動アクチュエータ] - [LAT カードモータ/コントローラ],,,LAT,,LAT3,カードモータ,LAT3,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lat/lat3_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lat/lat3_asmtab.prj
電動アクチュエータ ,カードモータ/コントローラ,[電動アクチュエータ] - [LAT カードモータ/コントローラ],,,LAT,,LATCA,カードモータ コントローラ（ステップデータ入力／パルス入力タイプ）,LATC4,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lat/latca.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lat/latca.prj
電動アクチュエータ ,スライダタイプ,LEF 電動アクチュエータ スライダタイプ,,,LEF,,LEFS,電動アクチュエータ スライダタイプ ボールねじ駆動,LEF,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lef/lefs_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lef/lefs_asmtab.prj
電動アクチュエータ ,スライダタイプ,LEF 電動アクチュエータ スライダタイプ,,,LEF,,LEFB,電動アクチュエータ スライダタイプ ベルト駆動,LEFB,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lef/lefb_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lef/lefb_asmtab.prj
電動アクチュエータ ,スライダタイプ,LEF 電動アクチュエータ スライダタイプ,,,LEF,,LEFS_AC,電動アクチュエータ スライダタイプ ボールねじ駆動　ACサーボ仕様,LEF,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lef/lefs_ac_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lef/lefs_ac_asmtab.prj
電動アクチュエータ ,スライダタイプ,LEF 電動アクチュエータ スライダタイプ,,,LEF,,LEFB_AC,電動アクチュエータ/スライダタイプ ベルト駆動 ACサーボ仕様,LEFB,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lef/lefb_ac_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lef/lefb_ac_asmtab.prj
電動アクチュエータ ,スライダタイプ,LEF 電動アクチュエータ スライダタイプ,,,LEF,,LEFS_N,電動アクチュエータ/スライダタイプ ボールねじ駆動 モータレス仕様,LEF-S,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lef/lefs_w_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lef/lefs_w_asmtab.prj
電動アクチュエータ ,スライダタイプ,LEF 電動アクチュエータ スライダタイプ,,,LEF,,LEFB_N,電動アクチュエータ/スライダタイプ ベルト駆動 モータレス仕様,LEF-S,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lef/lefb_w_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lef/lefb_w_asmtab.prj
電動アクチュエータ ,スライダタイプ,[電動アクチュエータ] - [LEF 電動アクチュエータ スライダタイプ],,,LEFS_F,,LEFS_F,高タクト対応電動アクチュエータ／スライダタイプボールねじ駆動,LEFS_F,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/lef/lefs_f_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/lef/lefs_f_asmtab.prj
電動アクチュエータ ,スライダタイプ,JXC 高タクト対応ステップモータコントローラ,,,JXC5H,,JXC5H,高タクト対応コントローラ/パラレルI/O（NPN）タイプ,LEFS_F,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/jxc/jxc_h/jxc5h_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/jxc/jxc_h/jxc5h_asmtab.prj
電動アクチュエータ ,スライダタイプ,JXC 高タクト対応ステップモータコントローラ,,,JXC6H,,JXC6H,高タクト対応コントローラ/パラレルI/O（PNP）タイプ,LEFS_F,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/jxc/jxc_h/jxc6h_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/jxc/jxc_h/jxc6h_asmtab.prj
電動アクチュエータ ,スライダタイプ,JXC 高タクト対応ステップモータコントローラ,,,JXC9H,,JXC9H,高タクト対応コントローラ/EtherNet/IPタイプ,LEFS_F,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/jxc/jxc_h/jxc9h_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/jxc/jxc_h/jxc9h_asmtab.prj
電動アクチュエータ ,スライダタイプ,JXC 高タクト対応ステップモータコントローラ,,,JXCEH,,JXCEH,高タクト対応コントローラ/EtherCATタイプ,LEFS_F,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/jxc/jxc_h/jxceh_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/jxc/jxc_h/jxceh_asmtab.prj
電動アクチュエータ ,スライダタイプ,JXC 高タクト対応ステップモータコントローラ,,,JXCPH,,JXCPH,高タクト対応コントローラ/PROFINETタイプ,LEFS_F,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/jxc/jxc_h/jxcph_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/jxc/jxc_h/jxcph_asmtab.prj
電動アクチュエータ ,スライダタイプ,LEF 電動アクチュエータ スライダタイプ,,,11-LEFS,,11-LEFS,"ボールねじ駆動/クリーン仕様:ステップモータ(サーボ DC24V),サーボモータ(DC24V)",11-LEFS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lef/11_lefs_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lef/11_lefs_asmtab.prj
電動アクチュエータ ,スライダタイプ,LEF 電動アクチュエータ スライダタイプ,,,11-LEFS,,11-LEFS_AC,ボールねじ駆動/クリーン仕様:ACサーボモータ,11-LEFS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lef/11_lefs_ac_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lef/11_lefs_ac_asmtab.prj
電動アクチュエータ ,スライダタイプ,LEFG 電動アクチュエータ/LEF用サポートガイド,,,LEFG,,LEFG_S,サポートガイド/ボールねじ駆動,LEFG/LEF,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lef/lefg_s_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lef/lefg_s_asmtab.prj
電動アクチュエータ ,スライダタイプ,LEFG 電動アクチュエータ/LEF用サポートガイド,,,LEFG,,LEFG_B,サポートガイド/ベルト駆動,LEFG/LEFB,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lef/lefg_b_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lef/lefg_b_asmtab.prj
電動アクチュエータ ,グリッパ, LEH 電動グリッパ,,,LEH,,LEHF,電動グリッパ２爪タイプ,LEHF,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/leh/lehf_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/leh/lehf_asmtab.prj
電動アクチュエータ ,グリッパ, LEH 電動グリッパ,,,LEH,,LEHS,電動ぐリッパ3爪タイプ,LEHS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/leh/lehs_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/leh/lehs_asmtab.prj
電動アクチュエータ ,グリッパ, LEH 電動グリッパ,,,LEH,,LEHZ,電動グリッパ２爪タイプ,LEH,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/leh/lehz_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/leh/lehz_asmtab.prj
電動アクチュエータ ,グリッパ, LEH 電動グリッパ,,,LEH,,LEHZJ,電動グリッパ2爪タイプ/ダストカバー付,LEHZJ-Z,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/leh/lehzj_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/leh/lehzj_asmtab.prj
